"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Ironwood","Ironwood","46.4522","-90.1505","United States","US","USA","Michigan","","6582.0","1840001942"
"Benton Harbor","Benton Harbor","42.1159","-86.4488","United States","US","USA","Michigan","","59939.0","1840003215"
"Milan","Milan","42.0816","-83.6854","United States","US","USA","Michigan","","7787.0","1840003170"
"Grosse Pointe Farms","Grosse Pointe Farms","42.4067","-82.8992","United States","US","USA","Michigan","","9158","1840003977"
"Portage","Portage","42.2000","-85.5906","United States","US","USA","Michigan","","48816","1840003183"
"Dearborn Heights","Dearborn Heights","42.3164","-83.2769","United States","US","USA","Michigan","","55758","1840003970"
"Springfield","Springfield","42.3246","-85.2371","United States","US","USA","Michigan","","5197","1840003174"
"Farmington Hills","Farmington Hills","42.4860","-83.3771","United States","US","USA","Michigan","","81050","1840002442"
"Iron Mountain","Iron Mountain","45.8277","-88.0604","United States","US","USA","Michigan","","18568.0","1840001991"
"Ferndale","Ferndale","42.4592","-83.1314","United States","US","USA","Michigan","","20070","1840002443"
"Hillsdale","Hillsdale","41.9266","-84.6356","United States","US","USA","Michigan","","11416.0","1840003252"
"Plymouth","Plymouth","42.3719","-83.4680","United States","US","USA","Michigan","","9138","1840003959"
"Woodhaven","Woodhaven","42.1320","-83.2374","United States","US","USA","Michigan","","12486","1840001848"
"Royal Oak","Royal Oak","42.5084","-83.1539","United States","US","USA","Michigan","","59112","1840002430"
"Central Falls","Central Falls","41.8900","-71.3933","United States","US","USA","Rhode Island","","19359","1840003286"
"Providence","Providence","41.8229","-71.4186","United States","US","USA","Rhode Island","admin","1206642.0","1840003289"
"Warwick","Warwick","41.7062","-71.4334","United States","US","USA","Rhode Island","","80871","1840003344"
"Cranston","Cranston","41.7658","-71.4858","United States","US","USA","Rhode Island","","81202","1840003287"
"East Providence","East Providence","41.8063","-71.3565","United States","US","USA","Rhode Island","","47600","1840003288"
"Newport","Newport","41.4803","-71.3205","United States","US","USA","Rhode Island","","24942","1840003355"
"Woonsocket","Woonsocket","42.0010","-71.4993","United States","US","USA","Rhode Island","","41759","1840003290"
"Pawtucket","Pawtucket","41.8743","-71.3743","United States","US","USA","Rhode Island","","72001","1840003285"
"Park City","Park City","37.8102","-97.3255","United States","US","USA","Kansas","","7729","1840009870"
"Arkansas City","Arkansas City","37.0726","-97.0385","United States","US","USA","Kansas","","12449.0","1840001700"
"Ottawa","Ottawa","38.6000","-95.2642","United States","US","USA","Kansas","","12147.0","1840003840"
"El Dorado","El Dorado","37.8208","-96.8614","United States","US","USA","Kansas","","14692.0","1840001676"
"Ulysses","Ulysses","37.5772","-101.3547","United States","US","USA","Kansas","","6025.0","1840010856"
"Iola","Iola","37.9273","-95.4006","United States","US","USA","Kansas","","5377.0","1840001681"
"Mulvane","Mulvane","37.4787","-97.2726","United States","US","USA","Kansas","","6359","1840008748"
"Basehor","Basehor","39.1342","-94.9324","United States","US","USA","Kansas","","5017.0","1840007373"
"Valley Center","Valley Center","37.8333","-97.3646","United States","US","USA","Kansas","","7300","1840010848"
"Overland Park","Overland Park","38.8870","-94.6870","United States","US","USA","Kansas","","191278","1840003834"
"Leavenworth","Leavenworth","39.3233","-94.9244","United States","US","USA","Kansas","","46517.0","1840001591"
"Lansing","Lansing","39.2427","-94.8952","United States","US","USA","Kansas","","11947","1840001590"
"Junction City","Junction City","39.0272","-96.8497","United States","US","USA","Kansas","","38178.0","1840001620"
"Roeland Park","Roeland Park","39.0358","-94.6374","United States","US","USA","Kansas","","6772","1840001640"
"Gardner","Gardner","38.8162","-94.9300","United States","US","USA","Kansas","","21583","1840001636"
"Spring Hill","Spring Hill","38.7564","-94.8201","United States","US","USA","Kansas","","6635.0","1840001642"
"Prairie Village","Prairie Village","38.9875","-94.6361","United States","US","USA","Kansas","","22368","1840001644"
"Pratt","Pratt","37.6777","-98.7465","United States","US","USA","Kansas","","6462.0","1840001687"
"McPherson","McPherson","38.3714","-97.6606","United States","US","USA","Kansas","","13128.0","1840001659"
"Great Bend","Great Bend","38.3593","-98.8015","United States","US","USA","Kansas","","15519.0","1840001656"
"Liberal","Liberal","37.0466","-100.9295","United States","US","USA","Kansas","","19636.0","1840001704"
"Pittsburg","Pittsburg","37.4129","-94.6987","United States","US","USA","Kansas","","22899.0","1840001697"
"Newton","Newton","38.0364","-97.3463","United States","US","USA","Kansas","","20370.0","1840003846"
"Lenexa","Lenexa","38.9609","-94.8018","United States","US","USA","Kansas","","53553","1840001639"
"Fort Scott","Fort Scott","37.8283","-94.7038","United States","US","USA","Kansas","","7628.0","1840001683"
"Parsons","Parsons","37.3405","-95.2959","United States","US","USA","Kansas","","9572.0","1840001712"
"Winfield","Winfield","37.2740","-96.9499","United States","US","USA","Kansas","","11836.0","1840001701"
"Emporia","Emporia","38.4028","-96.1924","United States","US","USA","Kansas","","24639.0","1840001652"
"De Soto","De Soto","38.9687","-94.9548","United States","US","USA","Kansas","","5019.0","1840001633"
"Paola","Paola","38.5784","-94.8619","United States","US","USA","Kansas","","5378.0","1840001654"
"Concordia","Concordia","39.5669","-97.6466","United States","US","USA","Kansas","","5047.0","1840001541"
"Bonner Springs","Bonner Springs","39.0817","-94.8776","United States","US","USA","Kansas","","7784","1840001624"
"Abilene","Abilene","38.9230","-97.2251","United States","US","USA","Kansas","","6575.0","1840001629"
"Topeka","Topeka","39.0346","-95.6956","United States","US","USA","Kansas","admin","148960.0","1840001621"
"Hutchinson","Hutchinson","38.0671","-97.9081","United States","US","USA","Kansas","","42940.0","1840001673"
"Shawnee","Shawnee","39.0158","-94.8076","United States","US","USA","Kansas","","65513","1840001641"
"Independence","Independence","37.2122","-95.7324","United States","US","USA","Kansas","","9166.0","1840001708"
"Chanute","Chanute","37.6697","-95.4619","United States","US","USA","Kansas","","8994.0","1840001694"
"Dodge City","Dodge City","37.7610","-100.0182","United States","US","USA","Kansas","","27696.0","1840001684"
"Andover","Andover","37.6868","-97.1353","United States","US","USA","Kansas","","13111","1840007546"
"Hays","Hays","38.8814","-99.3217","United States","US","USA","Kansas","","21525.0","1840001628"
"Eudora","Eudora","38.9344","-95.0957","United States","US","USA","Kansas","","6333.0","1840008558"
"Wellington","Wellington","37.2622","-97.4282","United States","US","USA","Kansas","","7450.0","1840001703"
"Coffeyville","Coffeyville","37.0520","-95.6178","United States","US","USA","Kansas","","10046.0","1840001707"
"Garden City","Garden City","37.9755","-100.8529","United States","US","USA","Kansas","","30206.0","1840001669"
"Tonganoxie","Tonganoxie","39.1083","-95.0829","United States","US","USA","Kansas","","5384.0","1840010661"
"Kansas City","Kansas City","39.1234","-94.7443","United States","US","USA","Kansas","","152938","1840001626"
"Augusta","Augusta","37.6955","-96.9921","United States","US","USA","Kansas","","9466.0","1840001675"
"Leawood","Leawood","38.9076","-94.6258","United States","US","USA","Kansas","","34659","1840001638"
"Colby","Colby","39.3842","-101.0461","United States","US","USA","Kansas","","5436.0","1840001553"
"Atchison","Atchison","39.5627","-95.1370","United States","US","USA","Kansas","","10775.0","1840001543"
"Haysville","Haysville","37.5650","-97.3528","United States","US","USA","Kansas","","11278","1840007568"
"Salina","Salina","38.8137","-97.6143","United States","US","USA","Kansas","","46782.0","1840001647"
"Lawrence","Lawrence","38.9597","-95.2641","United States","US","USA","Kansas","","97341.0","1840001632"
"Merriam","Merriam","39.0186","-94.6934","United States","US","USA","Kansas","","11212","1840003830"
"Olathe","Olathe","38.8838","-94.8196","United States","US","USA","Kansas","","137472","1840003833"
"Manhattan","Manhattan","39.1882","-96.6053","United States","US","USA","Kansas","","57284.0","1840001589"
"Wichita","Wichita","37.6897","-97.3442","United States","US","USA","Kansas","","483057.0","1840001686"
"Derby","Derby","37.5571","-97.2552","United States","US","USA","Kansas","","23673","1840007569"
"Mission","Mission","39.0270","-94.6568","United States","US","USA","Kansas","","9409","1840003831"
"Hamilton","Hamilton","46.2527","-114.1598","United States","US","USA","Montana","","6722.0","1840019896"
"Butte","Butte","45.9020","-112.6571","United States","US","USA","Montana","","30628.0","1840032850"
"Belgrade","Belgrade","45.7796","-111.1751","United States","US","USA","Montana","","15975.0","1840018508"
"Kalispell","Kalispell","48.2155","-114.3262","United States","US","USA","Montana","","37024.0","1840018350"
"Great Falls","Great Falls","47.5022","-111.2995","United States","US","USA","Montana","","65624.0","1840019839"
"Billings","Billings","45.7889","-108.5503","United States","US","USA","Montana","","120800.0","1840018496"
"Glendive","Glendive","47.1102","-104.7070","United States","US","USA","Montana","","6719.0","1840019824"
"Miles City","Miles City","46.4059","-105.8385","United States","US","USA","Montana","","9686.0","1840019878"
"Lewistown","Lewistown","47.0514","-109.4524","United States","US","USA","Montana","","6108.0","1840019823"
"Havre","Havre","48.5428","-109.6805","United States","US","USA","Montana","","10148.0","1840019758"
"Helena","Helena","46.5964","-112.0197","United States","US","USA","Montana","admin","50227.0","1840019820"
"Missoula","Missoula","46.8685","-114.0094","United States","US","USA","Montana","","90218.0","1840019840"
"Sidney","Sidney","47.7152","-104.1680","United States","US","USA","Montana","","6628.0","1840021085"
"Whitefish","Whitefish","48.4332","-114.3592","United States","US","USA","Montana","","7540.0","1840021047"
"Bozeman","Bozeman","45.6828","-111.0548","United States","US","USA","Montana","","53949.0","1840018509"
"Laurel","Laurel","45.6735","-108.7707","United States","US","USA","Montana","","8596.0","1840019900"
"Columbia Falls","Columbia Falls","48.3708","-114.1903","United States","US","USA","Montana","","6886.0","1840018351"
"Polson","Polson","47.6896","-114.1429","United States","US","USA","Montana","","5174.0","1840019802"
"Livingston","Livingston","45.6667","-110.5538","United States","US","USA","Montana","","8735.0","1840019906"
"Columbia","Columbia","31.2564","-89.8266","United States","US","USA","Mississippi","","6689.0","1840014970"
"Batesville","Batesville","34.3147","-89.9249","United States","US","USA","Mississippi","","7091.0","1840013607"
"Flowood","Flowood","32.3359","-90.0802","United States","US","USA","Mississippi","","9061","1840013824"
"Crystal Springs","Crystal Springs","31.9903","-90.3540","United States","US","USA","Mississippi","","5069.0","1840014932"
"Diamondhead","Diamondhead","30.3791","-89.3707","United States","US","USA","Mississippi","","7525.0","1840013106"
"Hattiesburg","Hattiesburg","31.3072","-89.3168","United States","US","USA","Mississippi","","81036.0","1840013878"
"Clarksdale","Clarksdale","34.1971","-90.5729","United States","US","USA","Mississippi","","15574.0","1840014696"
"Ocean Springs","Ocean Springs","30.4082","-88.7861","United States","US","USA","Mississippi","","17682","1840015017"
"Canton","Canton","32.5976","-90.0315","United States","US","USA","Mississippi","","14781.0","1840014872"
"West Point","West Point","33.6064","-88.6571","United States","US","USA","Mississippi","","8660.0","1840015681"
"Bay Saint Louis","Bay Saint Louis","30.3281","-89.3774","United States","US","USA","Mississippi","","13043","1840013951"
"Booneville","Booneville","34.6643","-88.5684","United States","US","USA","Mississippi","","6015.0","1840013591"
"Oxford","Oxford","34.3609","-89.5286","United States","US","USA","Mississippi","","32203.0","1840014688"
"Brookhaven","Brookhaven","31.5803","-90.4432","United States","US","USA","Mississippi","","10346.0","1840013862"
"Yazoo City","Yazoo City","32.8618","-90.4067","United States","US","USA","Mississippi","","14978.0","1840015766"
"Petal","Petal","31.3477","-89.2359","United States","US","USA","Mississippi","","10633","1840014968"
"Southaven","Southaven","34.9514","-89.9787","United States","US","USA","Mississippi","","54031","1840015519"
"Holly Springs","Holly Springs","34.7768","-89.4466","United States","US","USA","Mississippi","","6098.0","1840014644"
"Kosciusko","Kosciusko","33.0585","-89.5893","United States","US","USA","Mississippi","","6501.0","1840014848"
"Clinton","Clinton","32.3540","-90.3403","United States","US","USA","Mississippi","","25154","1840014893"
"Indianola","Indianola","33.4492","-90.6447","United States","US","USA","Mississippi","","9190.0","1840014774"
"Philadelphia","Philadelphia","32.7761","-89.1221","United States","US","USA","Mississippi","","7545.0","1840014869"
"Starkville","Starkville","33.4608","-88.8297","United States","US","USA","Mississippi","","32164.0","1840015713"
"Amory","Amory","33.9813","-88.4823","United States","US","USA","Mississippi","","6245.0","1840013686"
"Natchez","Natchez","31.5437","-91.3867","United States","US","USA","Mississippi","","26579.0","1840014951"
"Pontotoc","Pontotoc","34.2532","-89.0091","United States","US","USA","Mississippi","","5193.0","1840014705"
"Biloxi","Biloxi","30.4422","-88.9512","United States","US","USA","Mississippi","","45908","1840013948"
"Pascagoula","Pascagoula","30.3665","-88.5507","United States","US","USA","Mississippi","","48946.0","1840015018"
"New Albany","New Albany","34.4909","-89.0201","United States","US","USA","Mississippi","","7229.0","1840014678"
"Gulfport","Gulfport","30.4271","-89.0703","United States","US","USA","Mississippi","","221348.0","1840013947"
"Jackson","Jackson","32.3163","-90.2124","United States","US","USA","Mississippi","admin","338185.0","1840014895"
"Pearl","Pearl","32.2730","-90.0918","United States","US","USA","Mississippi","","26534","1840014888"
"Vicksburg","Vicksburg","32.3173","-90.8868","United States","US","USA","Mississippi","","27357.0","1840015802"
"Senatobia","Senatobia","34.6081","-89.9762","United States","US","USA","Mississippi","","6293.0","1840015545"
"Cleveland","Cleveland","33.7440","-90.7285","United States","US","USA","Mississippi","","14950.0","1840014748"
"Laurel","Laurel","31.6956","-89.1448","United States","US","USA","Mississippi","","26063.0","1840014945"
"Waveland","Waveland","30.2930","-89.3904","United States","US","USA","Mississippi","","6354","1840015918"
"Richland","Richland","32.2309","-90.1592","United States","US","USA","Mississippi","","7220","1840014889"
"Horn Lake","Horn Lake","34.9512","-90.0501","United States","US","USA","Mississippi","","27095","1840014643"
"Greenwood","Greenwood","33.5126","-90.1993","United States","US","USA","Mississippi","","20601.0","1840013739"
"Ridgeland","Ridgeland","32.4236","-90.1481","United States","US","USA","Mississippi","","24266","1840014873"
"McComb","McComb","31.2449","-90.4714","United States","US","USA","Mississippi","","16398.0","1840015877"
"Long Beach","Long Beach","30.3608","-89.1650","United States","US","USA","Mississippi","","15642","1840015914"
"Brandon","Brandon","32.2778","-89.9896","United States","US","USA","Mississippi","","23999","1840013825"
"Meridian","Meridian","32.3846","-88.6897","United States","US","USA","Mississippi","","38294.0","1840014891"
"Columbus","Columbus","33.5088","-88.4097","United States","US","USA","Mississippi","","31701.0","1840014807"
"Madison","Madison","32.4738","-90.1300","United States","US","USA","Mississippi","","25627","1840015782"
"Greenville","Greenville","33.3850","-91.0514","United States","US","USA","Mississippi","","31243.0","1840013759"
"Picayune","Picayune","30.5289","-89.6788","United States","US","USA","Mississippi","","16026.0","1840015002"
"D'Iberville","D'Iberville","30.4545","-88.8982","United States","US","USA","Mississippi","","11610","1840015023"
"Gautier","Gautier","30.4106","-88.6568","United States","US","USA","Mississippi","","18512","1840013937"
"Grenada","Grenada","33.7816","-89.8130","United States","US","USA","Mississippi","","10016.0","1840013717"
"Pass Christian","Pass Christian","30.3270","-89.2436","United States","US","USA","Mississippi","","5878","1840015024"
"Hernando","Hernando","34.8496","-89.9920","United States","US","USA","Mississippi","","15981","1840014642"
"Moss Point","Moss Point","30.4240","-88.5289","United States","US","USA","Mississippi","","13398","1840015016"
"Byram","Byram","32.1890","-90.2861","United States","US","USA","Mississippi","","11671","1840023049"
"Corinth","Corinth","34.9474","-88.5143","United States","US","USA","Mississippi","","12528.0","1840014638"
"Olive Branch","Olive Branch","34.9608","-89.8478","United States","US","USA","Mississippi","","37435","1840014641"
"Tupelo","Tupelo","34.2691","-88.7318","United States","US","USA","Mississippi","","45231.0","1840015561"
"Clover","Clover","35.1124","-81.2202","United States","US","USA","South Carolina","","7780.0","1840016478"
"Columbia","Columbia","34.0370","-80.9042","United States","US","USA","South Carolina","admin","566166.0","1840014730"
"Lake City","Lake City","33.8676","-79.7533","United States","US","USA","South Carolina","","8489.0","1840014715"
"Hardeeville","Hardeeville","32.2950","-81.0324","United States","US","USA","South Carolina","","5977.0","1840013808"
"Greer","Greer","34.9346","-82.2333","United States","US","USA","South Carolina","","30899","1840013502"
"Dillon","Dillon","34.4230","-79.3690","United States","US","USA","South Carolina","","9281.0","1840014676"
"Mount Pleasant","Mount Pleasant","32.8533","-79.8269","United States","US","USA","South Carolina","","86668","1840017286"
"Kingstree","Kingstree","33.6664","-79.8292","United States","US","USA","South Carolina","","5670.0","1840016790"
"Goose Creek","Goose Creek","32.9922","-80.0052","United States","US","USA","South Carolina","","42619","1840013761"
"Summerville","Summerville","33.0005","-80.1788","United States","US","USA","South Carolina","","50388","1840016886"
"Laurens","Laurens","34.5019","-82.0210","United States","US","USA","South Carolina","","10051.0","1840014668"
"Lexington","Lexington","33.9866","-81.2220","United States","US","USA","South Carolina","","21265","1840016724"
"Hartsville","Hartsville","34.3679","-80.0829","United States","US","USA","South Carolina","","14856.0","1840013610"
"Bluffton","Bluffton","32.2135","-80.9316","United States","US","USA","South Carolina","","21085","1840015799"
"Irmo","Irmo","34.1015","-81.1953","United States","US","USA","South Carolina","","12250","1840016723"
"Mullins","Mullins","34.2043","-79.2535","United States","US","USA","South Carolina","","5185.0","1840014719"
"Gaffney","Gaffney","35.0742","-81.6558","United States","US","USA","South Carolina","","21460.0","1840013515"
"Fort Mill","Fort Mill","35.0062","-80.9388","United States","US","USA","South Carolina","","17557","1840016479"
"Hilton Head Island","Hilton Head Island","32.1896","-80.7499","United States","US","USA","South Carolina","","74500.0","1840016974"
"Camden","Camden","34.2564","-80.6085","United States","US","USA","South Carolina","","14200.0","1840013598"
"Clinton","Clinton","34.4774","-81.8640","United States","US","USA","South Carolina","","11193.0","1840014667"
"Batesburg-Leesville","Batesburg-Leesville","33.9123","-81.5313","United States","US","USA","South Carolina","","5281.0","1840003900"
"Walterboro","Walterboro","32.9005","-80.6752","United States","US","USA","South Carolina","","9013.0","1840015757"
"Hollywood","Hollywood","32.7523","-80.2107","United States","US","USA","South Carolina","","5179","1840017281"
"Orangeburg","Orangeburg","33.4928","-80.8671","United States","US","USA","South Carolina","","31085.0","1840014812"
"Charleston","Charleston","32.8137","-79.9643","United States","US","USA","South Carolina","","616085.0","1840015163"
"Aiken","Aiken","33.5303","-81.7270","United States","US","USA","South Carolina","","30721","1840013722"
"Sumter","Sumter","33.9392","-80.3930","United States","US","USA","South Carolina","","72131.0","1840015612"
"Belton","Belton","34.5238","-82.4937","United States","US","USA","South Carolina","","5753.0","1840013582"
"Newberry","Newberry","34.2822","-81.6012","United States","US","USA","South Carolina","","12074.0","1840014694"
"Myrtle Beach","Myrtle Beach","33.7096","-78.8843","United States","US","USA","South Carolina","","260487.0","1840014717"
"Union","Union","34.7235","-81.6248","United States","US","USA","South Carolina","","9348.0","1840015533"
"York","York","34.9968","-81.2348","United States","US","USA","South Carolina","","8351.0","1840015489"
"North Myrtle Beach","North Myrtle Beach","33.8228","-78.7093","United States","US","USA","South Carolina","","16310","1840014718"
"Cayce","Cayce","33.9458","-81.0432","United States","US","USA","South Carolina","","14086","1840014734"
"Clemson","Clemson","34.6838","-82.8124","United States","US","USA","South Carolina","","16649","1840014626"
"Moncks Corner","Moncks Corner","33.1715","-80.0122","United States","US","USA","South Carolina","","10933","1840016863"
"Marion","Marion","34.1787","-79.3965","United States","US","USA","South Carolina","","6961.0","1840015595"
"Darlington","Darlington","34.3015","-79.8672","United States","US","USA","South Carolina","","5999","1840014693"
"Anderson","Anderson","34.5212","-82.6479","United States","US","USA","South Carolina","","77426.0","1840013579"
"Central","Central","34.7234","-82.7789","United States","US","USA","South Carolina","","5179","1840016494"
"West Columbia","West Columbia","33.9925","-81.0919","United States","US","USA","South Carolina","","17265","1840015605"
"Beaufort","Beaufort","32.4487","-80.7103","United States","US","USA","South Carolina","","54207.0","1840013818"
"North Charleston","North Charleston","32.9086","-80.0705","United States","US","USA","South Carolina","","110861","1840015164"
"Conway","Conway","33.8404","-79.0419","United States","US","USA","South Carolina","","23714","1840014716"
"Bennettsville","Bennettsville","34.6303","-79.6874","United States","US","USA","South Carolina","","11527.0","1840013583"
"Simpsonville","Simpsonville","34.7293","-82.2571","United States","US","USA","South Carolina","","22072","1840015477"
"Georgetown","Georgetown","33.3594","-79.2959","United States","US","USA","South Carolina","","11913.0","1840013743"
"Cheraw","Cheraw","34.6962","-79.9029","United States","US","USA","South Carolina","","7864.0","1840016582"
"Spartanburg","Spartanburg","34.9437","-81.9257","United States","US","USA","South Carolina","","183184.0","1840015482"
"Greenwood","Greenwood","34.1944","-82.1543","United States","US","USA","South Carolina","","42174.0","1840013626"
"Ridgeland","Ridgeland","32.4681","-80.9178","United States","US","USA","South Carolina","","5341.0","1840018086"
"Hanahan","Hanahan","32.9303","-80.0031","United States","US","USA","South Carolina","","24885","1840014256"
"Rock Hill","Rock Hill","34.9413","-81.0250","United States","US","USA","South Carolina","","115963.0","1840014618"
"Chester","Chester","34.7050","-81.2132","United States","US","USA","South Carolina","","9039.0","1840014663"
"Seneca","Seneca","34.6816","-82.9609","United States","US","USA","South Carolina","","26818.0","1840015506"
"Port Royal","Port Royal","32.3579","-80.7047","United States","US","USA","South Carolina","","12886","1840016975"
"Greenville","Greenville","34.8363","-82.3650","United States","US","USA","South Carolina","","467894.0","1840013501"
"Fountain Inn","Fountain Inn","34.6991","-82.1994","United States","US","USA","South Carolina","","8688","1840013500"
"Forest Acres","Forest Acres","34.0322","-80.9717","United States","US","USA","South Carolina","","10380","1840013653"
"Abbeville","Abbeville","34.1787","-82.3774","United States","US","USA","South Carolina","","5088.0","1840013618"
"North Augusta","North Augusta","33.5213","-81.9548","United States","US","USA","South Carolina","","22930","1840014788"
"Tega Cay","Tega Cay","35.0390","-81.0112","United States","US","USA","South Carolina","","10339","1840015488"
"Florence","Florence","34.1785","-79.7857","United States","US","USA","South Carolina","","91311.0","1840013643"
"Lancaster","Lancaster","34.7247","-80.7802","United States","US","USA","South Carolina","","25247.0","1840014630"
"Mauldin","Mauldin","34.7864","-82.2996","United States","US","USA","South Carolina","","132402.0","1840015476"
"Travelers Rest","Travelers Rest","34.9684","-82.4417","United States","US","USA","South Carolina","","5108","1840015478"
"Easley","Easley","34.8190","-82.5828","United States","US","USA","South Carolina","","21053","1840013526"
"Corbin","Corbin","36.9320","-84.1003","United States","US","USA","Kentucky","","7272","1840014405"
"Union","Union","38.9472","-84.6731","United States","US","USA","Kentucky","","5895","1840015166"
"Jeffersontown","Jeffersontown","38.2052","-85.5700","United States","US","USA","Kentucky","","27395","1840014311"
"Taylor Mill","Taylor Mill","39.0092","-84.4988","United States","US","USA","Kentucky","","6765","1840015175"
"Radcliff","Radcliff","37.8205","-85.9366","United States","US","USA","Kentucky","","22576","1840014329"
"Winchester","Winchester","38.0014","-84.1907","United States","US","USA","Kentucky","","25996.0","1840015216"
"Bowling Green","Bowling Green","36.9721","-86.4367","United States","US","USA","Kentucky","","90448.0","1840013265"
"Somerset","Somerset","37.0815","-84.6089","United States","US","USA","Kentucky","","29633.0","1840015257"
"Columbia","Columbia","37.1036","-85.3074","United States","US","USA","Kentucky","","5019.0","1840014384"
"Beaver Dam","Beaver Dam","37.4044","-86.8742","United States","US","USA","Kentucky","","6633.0","1840013232"
"Fort Thomas","Fort Thomas","39.0804","-84.4497","United States","US","USA","Kentucky","","16263","1840013163"
"Grayson","Grayson","38.3317","-82.9371","United States","US","USA","Kentucky","","5420.0","1840013196"
"Richmond","Richmond","37.7241","-84.2928","United States","US","USA","Kentucky","","40111.0","1840014341"
"Louisville","Louisville","38.1662","-85.6488","United States","US","USA","Kentucky","","1011696.0","1840030815"
"Middletown","Middletown","38.2410","-85.5216","United States","US","USA","Kentucky","","7914","1840014295"
"Hopkinsville","Hopkinsville","36.8381","-87.4777","United States","US","USA","Kentucky","","31681.0","1840014399"
"Wilmore","Wilmore","37.8786","-84.6545","United States","US","USA","Kentucky","","9478.0","1840015220"
"Lebanon","Lebanon","37.5685","-85.2580","United States","US","USA","Kentucky","","5759.0","1840014353"
"Glasgow","Glasgow","37.0048","-85.9262","United States","US","USA","Kentucky","","13891.0","1840013268"
"Fort Mitchell","Fort Mitchell","39.0459","-84.5563","United States","US","USA","Kentucky","","8248","1840013170"
"Newport","Newport","39.0855","-84.4869","United States","US","USA","Kentucky","","15033","1840014261"
"Manchester","Manchester","37.1464","-83.7635","United States","US","USA","Kentucky","","5028.0","1840015255"
"Barbourville","Barbourville","36.8667","-83.8850","United States","US","USA","Kentucky","","6178.0","1840013277"
"Covington","Covington","39.0334","-84.5166","United States","US","USA","Kentucky","","40455","1840014263"
"Monticello","Monticello","36.8404","-84.8506","United States","US","USA","Kentucky","","6634.0","1840014404"
"Carrollton","Carrollton","38.6800","-85.1655","United States","US","USA","Kentucky","","5029.0","1840014272"
"Harrodsburg","Harrodsburg","37.7654","-84.8474","United States","US","USA","Kentucky","","8770.0","1840013222"
"Shepherdsville","Shepherdsville","37.9806","-85.6999","United States","US","USA","Kentucky","","12260","1840015214"
"Flatwoods","Flatwoods","38.5210","-82.7194","United States","US","USA","Kentucky","","7177","1840013182"
"Frankfort","Frankfort","38.1924","-84.8644","United States","US","USA","Kentucky","admin","38664.0","1840013210"
"Owensboro","Owensboro","37.7575","-87.1172","United States","US","USA","Kentucky","","73173.0","1840014340"
"Campbellsville","Campbellsville","37.3446","-85.3512","United States","US","USA","Kentucky","","14686.0","1840013242"
"Cold Spring","Cold Spring","39.0131","-84.4350","United States","US","USA","Kentucky","","6370","1840014257"
"Highland Heights","Highland Heights","39.0354","-84.4567","United States","US","USA","Kentucky","","7100","1840014262"
"Versailles","Versailles","38.0488","-84.7260","United States","US","USA","Kentucky","","17250.0","1840015212"
"Vine Grove","Vine Grove","37.8130","-85.9827","United States","US","USA","Kentucky","","6093","1840015218"
"Danville","Danville","37.6420","-84.7769","United States","US","USA","Kentucky","","19489.0","1840014354"
"Edgewood","Edgewood","39.0091","-84.5604","United States","US","USA","Kentucky","","8720","1840013166"
"Morehead","Morehead","38.1906","-83.4466","United States","US","USA","Kentucky","","8229.0","1840014291"
"Erlanger","Erlanger","39.0108","-84.5862","United States","US","USA","Kentucky","","18840","1840013168"
"Paris","Paris","38.2015","-84.2717","United States","US","USA","Kentucky","","12662.0","1840014315"
"Paintsville","Paintsville","37.8167","-82.8089","United States","US","USA","Kentucky","","7113.0","1840014331"
"Henderson","Henderson","37.8405","-87.5788","United States","US","USA","Kentucky","","28657","1840014337"
"Lyndon","Lyndon","38.2644","-85.5891","United States","US","USA","Kentucky","","11485","1840015191"
"Paducah","Paducah","37.0711","-88.6436","United States","US","USA","Kentucky","","48629.0","1840014388"
"Lexington","Lexington","38.0423","-84.4587","United States","US","USA","Kentucky","","315939.0","1840015211"
"Oak Grove","Oak Grove","36.6686","-87.4216","United States","US","USA","Kentucky","","7266","1840014397"
"Shelbyville","Shelbyville","38.2059","-85.2305","United States","US","USA","Kentucky","","23305.0","1840015205"
"Nicholasville","Nicholasville","37.8900","-84.5670","United States","US","USA","Kentucky","","30600.0","1840014330"
"La Grange","La Grange","38.3987","-85.3750","United States","US","USA","Kentucky","","8877","1840014287"
"Leitchfield","Leitchfield","37.4863","-86.2857","United States","US","USA","Kentucky","","6994.0","1840014366"
"Princeton","Princeton","37.1068","-87.8853","United States","US","USA","Kentucky","","5684.0","1840014382"
"Fort Wright","Fort Wright","39.0462","-84.5362","United States","US","USA","Kentucky","","5729","1840013171"
"Mayfield","Mayfield","36.7361","-88.6448","United States","US","USA","Kentucky","","11155.0","1840015268"
"Elsmere","Elsmere","38.9949","-84.6017","United States","US","USA","Kentucky","","8644","1840013167"
"Georgetown","Georgetown","38.2253","-84.5481","United States","US","USA","Kentucky","","35586.0","1840013197"
"Ashland","Ashland","38.4592","-82.6449","United States","US","USA","Kentucky","","20669","1840013195"
"Hillview","Hillview","38.0554","-85.6847","United States","US","USA","Kentucky","","9076","1840014325"
"Madisonville","Madisonville","37.3410","-87.5033","United States","US","USA","Kentucky","","24144.0","1840015244"
"Mount Sterling","Mount Sterling","38.0647","-83.9473","United States","US","USA","Kentucky","","11328.0","1840014319"
